wave,publish_date,listing_id,niche,season,product,title,tags,price_usd,est_margin_pct,status
W3,2026-03-14,LB-00398,Nurses,Fathers Day,Sweatshirt,Not Today Sweatshirt | Fathers Day | Nurses,fathers day gift|gift for dad|dad shirt|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-15,LB-00412,Boy Moms,Fathers Day,Sweatshirt,Nurse Strong Sweatshirt | Fathers Day | Boy Moms,fathers day gift|gift for dad|dad shirt|boy moms|boy gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-16,LB-00414,Dental Hygienists,Graduation,Sweatshirt,Built with Love Sweatshirt | Graduation | Dental Hygienists,graduation gift|class of 2026|grad shirt|dental hygienists|dental gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-17,LB-00416,Boy Moms,Fathers Day,Sweatshirt,Vitals and Vibes Sweatshirt | Fathers Day | Boy Moms,fathers day gift|gift for dad|dad shirt|boy moms|boy gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-11,LB-00420,Girl Moms,Fathers Day,Sweatshirt,Picture + Name Sweatshirt | Fathers Day | Girl Moms,fathers day gift|gift for dad|dad shirt|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-12,LB-00421,New Dads,Mothers Day,Sweatshirt,Photo Collage Layout Sweatshirt | Mothers Day | New Dads,mothers day gift|gift for mom|mama gift|new dads|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-13,LB-00424,Dog Moms,Graduation,Sweatshirt,Mama Era Sweatshirt | Graduation | Dog Moms,graduation gift|class of 2026|grad shirt|dog moms|dog gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-14,LB-00441,Book Lovers,Fathers Day,Sweatshirt,Picture + Name Sweatshirt | Fathers Day | Book Lovers,fathers day gift|gift for dad|dad shirt|book lovers|book gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-15,LB-00454,Teachers,Mothers Day,Sweatshirt,My Favorite Human Sweatshirt | Mothers Day | Teachers,mothers day gift|gift for mom|mama gift|teachers|teachers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-16,LB-00457,Teachers,Graduation,Sweatshirt,Est. Year Custom Sweatshirt | Graduation | Teachers,graduation gift|class of 2026|grad shirt|teachers|teachers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-17,LB-00469,Therapists,Mothers Day,Sweatshirt,Retro Script Sweatshirt | Mothers Day | Therapists,mothers day gift|gift for mom|mama gift|therapists|therapists gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-11,LB-00474,Therapists,Graduation,Sweatshirt,Add Kid Names Sweatshirt | Graduation | Therapists,graduation gift|class of 2026|grad shirt|therapists|therapists gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-12,LB-00476,Moms of 2+,Mothers Day,Sweatshirt,Groovy Flowers Sweatshirt | Mothers Day | Moms of 2+,mothers day gift|gift for mom|mama gift|moms of 2+|moms gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-13,LB-00477,Plant Lovers,Mothers Day,Sweatshirt,Forever Proud Sweatshirt | Mothers Day | Plant Lovers,mothers day gift|gift for mom|mama gift|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-14,LB-00480,Christian Moms,Graduation,Sweatshirt,Classroom Hero Sweatshirt | Graduation | Christian Moms,graduation gift|class of 2026|grad shirt|christian moms|christian gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-15,LB-00481,Real Estate Agents,Graduation,Sweatshirt,Chaos Coordinator Sweatshirt | Graduation | Real Estate Agents,graduation gift|class of 2026|grad shirt|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-16,LB-00482,Cat Moms,Fathers Day,Sweatshirt,Add Kid Names Sweatshirt | Fathers Day | Cat Moms,fathers day gift|gift for dad|dad shirt|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-17,LB-00485,New Dads,Mothers Day,Sweatshirt,Distressed Classic Sweatshirt | Mothers Day | New Dads,mothers day gift|gift for mom|mama gift|new dads|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-11,LB-00489,Coffee Lovers,Mothers Day,Sweatshirt,Nurse Strong Sweatshirt | Mothers Day | Coffee Lovers,mothers day gift|gift for mom|mama gift|coffee lovers|coffee gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-12,LB-00492,Plant Lovers,Graduation,Sweatshirt,Booktrovert Sweatshirt | Graduation | Plant Lovers,graduation gift|class of 2026|grad shirt|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-13,LB-00496,Girl Moms,Graduation,Sweatshirt,Nurse Life Sweatshirt | Graduation | Girl Moms,graduation gift|class of 2026|grad shirt|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-14,LB-00498,Nurses,Graduation,Sweatshirt,Paws and Effect Sweatshirt | Graduation | Nurses,graduation gift|class of 2026|grad shirt|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-15,LB-00506,Plant Lovers,Mothers Day,Sweatshirt,Holy Moly Guacamole Sweatshirt | Mothers Day | Plant Lovers,mothers day gift|gift for mom|mama gift|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-16,LB-00509,Cat Moms,Mothers Day,Sweatshirt,Professionally Tired Sweatshirt | Mothers Day | Cat Moms,mothers day gift|gift for mom|mama gift|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-17,LB-00517,New Dads,Mothers Day,Sweatshirt,Healing Hands Sweatshirt | Mothers Day | New Dads,mothers day gift|gift for mom|mama gift|new dads|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-11,LB-00521,Real Estate Agents,Graduation,Sweatshirt,Plant Parent Energy Sweatshirt | Graduation | Real Estate Agents,graduation gift|class of 2026|grad shirt|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-12,LB-00536,Teachers,Graduation,Sweatshirt,Personalized Family Name Sweatshirt | Graduation | Teachers,graduation gift|class of 2026|grad shirt|teachers|teachers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-13,LB-00541,Cat Moms,Fathers Day,Sweatshirt,Custom Role Name Sweatshirt | Fathers Day | Cat Moms,fathers day gift|gift for dad|dad shirt|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-14,LB-00544,Gamers,Graduation,Sweatshirt,Custom Role Name Sweatshirt | Graduation | Gamers,graduation gift|class of 2026|grad shirt|gamers|gamers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-15,LB-00556,Dog Moms,Graduation,Sweatshirt,Always in My Heart Sweatshirt | Graduation | Dog Moms,graduation gift|class of 2026|grad shirt|dog moms|dog gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-16,LB-00565,Girl Moms,Fathers Day,Sweatshirt,Forever Proud Sweatshirt | Fathers Day | Girl Moms,fathers day gift|gift for dad|dad shirt|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-17,LB-00567,New Moms,Fathers Day,Sweatshirt,Retro Script Sweatshirt | Fathers Day | New Moms,fathers day gift|gift for dad|dad shirt|new moms|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-11,LB-00585,Book Lovers,Mothers Day,Sweatshirt,Throwback Type Sweatshirt | Mothers Day | Book Lovers,mothers day gift|gift for mom|mama gift|book lovers|book gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-12,LB-00589,Fitness Moms,Fathers Day,Sweatshirt,Professionally Tired Sweatshirt | Fathers Day | Fitness Moms,fathers day gift|gift for dad|dad shirt|fitness moms|fitness gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-13,LB-00600,Fitness Moms,Fathers Day,Sweatshirt,Old School Badge Sweatshirt | Fathers Day | Fitness Moms,fathers day gift|gift for dad|dad shirt|fitness moms|fitness gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-14,LB-00623,Cat Moms,Graduation,Sweatshirt,Chaos Coordinator Sweatshirt | Graduation | Cat Moms,graduation gift|class of 2026|grad shirt|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-15,LB-00633,Grandmas/Nanas,Mothers Day,Sweatshirt,Healing Hands Sweatshirt | Mothers Day | Grandmas/Nanas,mothers day gift|gift for mom|mama gift|grandmas nanas|grandmas/nanas gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-16,LB-00636,Girl Moms,Mothers Day,Sweatshirt,Chaos Coordinator Sweatshirt | Mothers Day | Girl Moms,mothers day gift|gift for mom|mama gift|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-17,LB-00655,New Moms,Graduation,Sweatshirt,Est. Year Custom Sweatshirt | Graduation | New Moms,graduation gift|class of 2026|grad shirt|new moms|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-11,LB-00656,Boy Moms,Mothers Day,Sweatshirt,Caregiver Heart Sweatshirt | Mothers Day | Boy Moms,mothers day gift|gift for mom|mama gift|boy moms|boy gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-12,LB-00696,Graduation Families,Fathers Day,Sweatshirt,Grace Over Grind Sweatshirt | Fathers Day | Graduation Families,fathers day gift|gift for dad|dad shirt|graduation families|graduation gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-13,LB-00710,Grandmas/Nanas,Fathers Day,Sweatshirt,My Favorite Human Sweatshirt | Fathers Day | Grandmas/Nanas,fathers day gift|gift for dad|dad shirt|grandmas nanas|grandmas/nanas gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-14,LB-00722,Boy Moms,Fathers Day,Sweatshirt,Dad Mode Sweatshirt | Fathers Day | Boy Moms,fathers day gift|gift for dad|dad shirt|boy moms|boy gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-15,LB-00748,Plant Lovers,Mothers Day,Sweatshirt,Holy Moly Guacamole Sweatshirt | Mothers Day | Plant Lovers,mothers day gift|gift for mom|mama gift|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-16,LB-00750,Dog Moms,Fathers Day,Sweatshirt,Est. Year Custom Sweatshirt | Fathers Day | Dog Moms,fathers day gift|gift for dad|dad shirt|dog moms|dog gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-17,LB-00786,Grandmas/Nanas,Graduation,Sweatshirt,Forever Proud Sweatshirt | Graduation | Grandmas/Nanas,graduation gift|class of 2026|grad shirt|grandmas nanas|grandmas/nanas gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-11,LB-00796,Plant Lovers,Mothers Day,Sweatshirt,Mama Era Sweatshirt | Mothers Day | Plant Lovers,mothers day gift|gift for mom|mama gift|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-12,LB-00797,Nurses,Fathers Day,Sweatshirt,Mama Era Sweatshirt | Fathers Day | Nurses,fathers day gift|gift for dad|dad shirt|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-13,LB-00828,Christian Moms,Graduation,Sweatshirt,Dog Mom Club Sweatshirt | Graduation | Christian Moms,graduation gift|class of 2026|grad shirt|christian moms|christian gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-14,LB-00832,Gamers,Mothers Day,Sweatshirt,Mama Era Sweatshirt | Mothers Day | Gamers,mothers day gift|gift for mom|mama gift|gamers|gamers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-15,LB-00838,Therapists,Mothers Day,Sweatshirt,Thank You for Everything Sweatshirt | Mothers Day | Therapists,mothers day gift|gift for mom|mama gift|therapists|therapists gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-16,LB-00844,Cat Moms,Graduation,Sweatshirt,Not Today Sweatshirt | Graduation | Cat Moms,graduation gift|class of 2026|grad shirt|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-17,LB-00845,Cat Moms,Mothers Day,Sweatshirt,Custom Name Here Sweatshirt | Mothers Day | Cat Moms,mothers day gift|gift for mom|mama gift|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-11,LB-00854,Coffee Lovers,Fathers Day,Sweatshirt,Class of 2026 Sweatshirt | Fathers Day | Coffee Lovers,fathers day gift|gift for dad|dad shirt|coffee lovers|coffee gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-12,LB-00864,Christian Moms,Mothers Day,Sweatshirt,Plant Parent Energy Sweatshirt | Mothers Day | Christian Moms,mothers day gift|gift for mom|mama gift|christian moms|christian gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-13,LB-00868,Christian Moms,Graduation,Sweatshirt,Retro Script Sweatshirt | Graduation | Christian Moms,graduation gift|class of 2026|grad shirt|christian moms|christian gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-14,LB-00874,Girl Moms,Fathers Day,Sweatshirt,Polaroid Frame Style Sweatshirt | Fathers Day | Girl Moms,fathers day gift|gift for dad|dad shirt|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-15,LB-00875,New Dads,Fathers Day,Sweatshirt,Nurse Strong Sweatshirt | Fathers Day | New Dads,fathers day gift|gift for dad|dad shirt|new dads|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-16,LB-00879,Dog Moms,Fathers Day,Sweatshirt,Caregiver Heart Sweatshirt | Fathers Day | Dog Moms,fathers day gift|gift for dad|dad shirt|dog moms|dog gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-17,LB-00890,Grandmas/Nanas,Mothers Day,Sweatshirt,Fueled by Coffee and Chaos Sweatshirt | Mothers Day | Grandmas/Nanas,mothers day gift|gift for mom|mama gift|grandmas nanas|grandmas/nanas gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-11,LB-00892,New Dads,Fathers Day,Sweatshirt,Dog Mom Club Sweatshirt | Fathers Day | New Dads,fathers day gift|gift for dad|dad shirt|new dads|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-12,LB-00896,New Moms,Mothers Day,Sweatshirt,Caregiver Heart Sweatshirt | Mothers Day | New Moms,mothers day gift|gift for mom|mama gift|new moms|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-13,LB-00900,Cat Moms,Graduation,Sweatshirt,Memory Badge Sweatshirt | Graduation | Cat Moms,graduation gift|class of 2026|grad shirt|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-14,LB-00905,Graduation Families,Graduation,Sweatshirt,Healing Hands Sweatshirt | Graduation | Graduation Families,graduation gift|class of 2026|grad shirt|graduation families|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-15,LB-00907,New Dads,Mothers Day,Sweatshirt,Custom Role Name Sweatshirt | Mothers Day | New Dads,mothers day gift|gift for mom|mama gift|new dads|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-16,LB-00913,Book Lovers,Graduation,Sweatshirt,Thank You for Everything Sweatshirt | Graduation | Book Lovers,graduation gift|class of 2026|grad shirt|book lovers|book gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-17,LB-00932,Dental Hygienists,Graduation,Sweatshirt,Read Sleep Repeat Sweatshirt | Graduation | Dental Hygienists,graduation gift|class of 2026|grad shirt|dental hygienists|dental gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-11,LB-00935,Teachers,Graduation,Sweatshirt,Monogram Style Sweatshirt | Graduation | Teachers,graduation gift|class of 2026|grad shirt|teachers|teachers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-12,LB-00959,New Moms,Graduation,Sweatshirt,Add Kid Names Sweatshirt | Graduation | New Moms,graduation gift|class of 2026|grad shirt|new moms|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-13,LB-00962,Boy Moms,Fathers Day,Sweatshirt,Loved Beyond Words Sweatshirt | Fathers Day | Boy Moms,fathers day gift|gift for dad|dad shirt|boy moms|boy gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-14,LB-00965,Real Estate Agents,Fathers Day,Sweatshirt,Thank You for Everything Sweatshirt | Fathers Day | Real Estate Agents,fathers day gift|gift for dad|dad shirt|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-15,LB-00966,Gamers,Graduation,Sweatshirt,Class of 2026 Sweatshirt | Graduation | Gamers,graduation gift|class of 2026|grad shirt|gamers|gamers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-16,LB-00986,Girl Moms,Graduation,Sweatshirt,Proud to Teach Sweatshirt | Graduation | Girl Moms,graduation gift|class of 2026|grad shirt|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-17,LB-00987,Plant Lovers,Graduation,Sweatshirt,Snapshot Memory Sweatshirt | Graduation | Plant Lovers,graduation gift|class of 2026|grad shirt|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W3,2026-03-11,LB-00029,New Moms,Fathers Day,Mug,Respawn and Repeat Mug | Fathers Day | New Moms,fathers day gift|gift for dad|dad shirt|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-12,LB-00036,Teachers,Fathers Day,Mug,Grade A Chaos Mug | Fathers Day | Teachers,fathers day gift|gift for dad|dad shirt|teachers|teachers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-13,LB-00046,New Moms,Fathers Day,Mug,Photo Collage Layout Mug | Fathers Day | New Moms,fathers day gift|gift for dad|dad shirt|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-14,LB-00056,Dog Moms,Graduation,Mug,Picture + Name Mug | Graduation | Dog Moms,graduation gift|class of 2026|grad shirt|dog moms|dog gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-15,LB-00060,Moms of 2+,Graduation,Mug,Photo Collage Layout Mug | Graduation | Moms of 2+,graduation gift|class of 2026|grad shirt|moms of 2+|moms gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-16,LB-00062,Grandmas/Nanas,Graduation,Mug,Forever Proud Mug | Graduation | Grandmas/Nanas,graduation gift|class of 2026|grad shirt|grandmas nanas|grandmas/nanas gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-17,LB-00079,Grandmas/Nanas,Graduation,Mug,Built with Love Mug | Graduation | Grandmas/Nanas,graduation gift|class of 2026|grad shirt|grandmas nanas|grandmas/nanas gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-11,LB-00082,New Moms,Mothers Day,Mug,Photo Collage Layout Mug | Mothers Day | New Moms,mothers day gift|gift for mom|mama gift|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-12,LB-00096,Real Estate Agents,Graduation,Mug,Nurse Life Mug | Graduation | Real Estate Agents,graduation gift|class of 2026|grad shirt|real estate agents|real gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-13,LB-00099,Graduation Families,Fathers Day,Mug,Custom Name Here Mug | Fathers Day | Graduation Families,fathers day gift|gift for dad|dad shirt|graduation families|graduation gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
