wave,publish_date,listing_id,niche,season,product,title,tags,price_usd,est_margin_pct,status
W5,2026-03-30,LB-00956,New Dads,Halloween,Sticker,Old School Badge Sticker | Halloween | New Dads,halloween shirt|spooky mug|cute halloween|new dads|new gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W5,2026-03-31,LB-00970,Nurses,Christmas,Sticker,Not Today Sticker | Christmas | Nurses,christmas gift|holiday shirt|xmas mug|nurses|nurses gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W5,2026-03-25,LB-00972,Boy Moms,Back to School,Sticker,Polaroid Frame Style Sticker | Back to School | Boy Moms,back to school|teacher shirt|classroom decor|boy moms|boy gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W5,2026-03-26,LB-00976,Dental Hygienists,Halloween,Sticker,Retro Script Sticker | Halloween | Dental Hygienists,halloween shirt|spooky mug|cute halloween|dental hygienists|dental gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W5,2026-03-27,LB-00979,Real Estate Agents,Halloween,Sticker,Fueled by Coffee and Chaos Sticker | Halloween | Real Estate Agents,halloween shirt|spooky mug|cute halloween|real estate agents|real gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W5,2026-03-28,LB-00984,Dental Hygienists,Halloween,Sticker,My Favorite Human Sticker | Halloween | Dental Hygienists,halloween shirt|spooky mug|cute halloween|dental hygienists|dental gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W5,2026-03-29,LB-00019,Gamers,Halloween,T-Shirt,Booktrovert T-Shirt | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-30,LB-00034,Moms of 2+,Christmas,T-Shirt,Grace Over Grind T-Shirt | Christmas | Moms of 2+,christmas gift|holiday shirt|xmas mug|moms of 2+|moms gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-31,LB-00038,Boy Moms,Halloween,T-Shirt,Thank You for Everything T-Shirt | Halloween | Boy Moms,halloween shirt|spooky mug|cute halloween|boy moms|boy gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-25,LB-00039,Dog Moms,Back to School,T-Shirt,Nurse Life T-Shirt | Back to School | Dog Moms,back to school|teacher shirt|classroom decor|dog moms|dog gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-26,LB-00040,Cat Moms,Christmas,T-Shirt,Dad Mode T-Shirt | Christmas | Cat Moms,christmas gift|holiday shirt|xmas mug|cat moms|cat gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-27,LB-00045,Nurses,Christmas,T-Shirt,Booktrovert T-Shirt | Christmas | Nurses,christmas gift|holiday shirt|xmas mug|nurses|nurses gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-28,LB-00064,Coffee Lovers,Halloween,T-Shirt,IYKYK T-Shirt | Halloween | Coffee Lovers,halloween shirt|spooky mug|cute halloween|coffee lovers|coffee gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-29,LB-00065,Therapists,Christmas,T-Shirt,Caregiver Heart T-Shirt | Christmas | Therapists,christmas gift|holiday shirt|xmas mug|therapists|therapists gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-30,LB-00112,Boy Moms,Halloween,T-Shirt,Always in My Heart T-Shirt | Halloween | Boy Moms,halloween shirt|spooky mug|cute halloween|boy moms|boy gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-31,LB-00118,Grandmas/Nanas,Halloween,T-Shirt,Snapshot Memory T-Shirt | Halloween | Grandmas/Nanas,halloween shirt|spooky mug|cute halloween|grandmas nanas|grandmas/nanas gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-25,LB-00120,Gamers,Back to School,T-Shirt,Grace Over Grind T-Shirt | Back to School | Gamers,back to school|teacher shirt|classroom decor|gamers|gamers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-26,LB-00121,New Moms,Christmas,T-Shirt,IYKYK T-Shirt | Christmas | New Moms,christmas gift|holiday shirt|xmas mug|new moms|new gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-27,LB-00144,Teachers,Halloween,T-Shirt,Personalized Family Name T-Shirt | Halloween | Teachers,halloween shirt|spooky mug|cute halloween|teachers|teachers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-28,LB-00150,Cat Moms,Christmas,T-Shirt,Nurse Strong T-Shirt | Christmas | Cat Moms,christmas gift|holiday shirt|xmas mug|cat moms|cat gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-29,LB-00151,Nurses,Halloween,T-Shirt,Vintage Sunset T-Shirt | Halloween | Nurses,halloween shirt|spooky mug|cute halloween|nurses|nurses gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-30,LB-00169,Book Lovers,Halloween,T-Shirt,Mama Era T-Shirt | Halloween | Book Lovers,halloween shirt|spooky mug|cute halloween|book lovers|book gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-31,LB-00178,Gamers,Halloween,T-Shirt,Distressed Classic T-Shirt | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-25,LB-00187,Teachers,Back to School,T-Shirt,IYKYK T-Shirt | Back to School | Teachers,back to school|teacher shirt|classroom decor|teachers|teachers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-26,LB-00198,Christian Moms,Back to School,T-Shirt,Add Kid Names T-Shirt | Back to School | Christian Moms,back to school|teacher shirt|classroom decor|christian moms|christian gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-27,LB-00205,Christian Moms,Back to School,T-Shirt,Dog Mom Club T-Shirt | Back to School | Christian Moms,back to school|teacher shirt|classroom decor|christian moms|christian gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-28,LB-00207,Graduation Families,Christmas,T-Shirt,Classroom Hero T-Shirt | Christmas | Graduation Families,christmas gift|holiday shirt|xmas mug|graduation families|graduation gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-29,LB-00250,Moms of 2+,Christmas,T-Shirt,Teacher Vibes T-Shirt | Christmas | Moms of 2+,christmas gift|holiday shirt|xmas mug|moms of 2+|moms gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-30,LB-00253,Cat Moms,Christmas,T-Shirt,My Favorite Human T-Shirt | Christmas | Cat Moms,christmas gift|holiday shirt|xmas mug|cat moms|cat gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-31,LB-00258,Coffee Lovers,Christmas,T-Shirt,Snapshot Memory T-Shirt | Christmas | Coffee Lovers,christmas gift|holiday shirt|xmas mug|coffee lovers|coffee gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-25,LB-00269,Graduation Families,Back to School,T-Shirt,Mama Era T-Shirt | Back to School | Graduation Families,back to school|teacher shirt|classroom decor|graduation families|graduation gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-26,LB-00273,Plant Lovers,Back to School,T-Shirt,Built with Love T-Shirt | Back to School | Plant Lovers,back to school|teacher shirt|classroom decor|plant lovers|plant gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-27,LB-00284,New Moms,Halloween,T-Shirt,Retro Script T-Shirt | Halloween | New Moms,halloween shirt|spooky mug|cute halloween|new moms|new gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-28,LB-00294,Moms of 2+,Christmas,T-Shirt,Vintage Sunset T-Shirt | Christmas | Moms of 2+,christmas gift|holiday shirt|xmas mug|moms of 2+|moms gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-29,LB-00335,Therapists,Halloween,T-Shirt,Retro Script T-Shirt | Halloween | Therapists,halloween shirt|spooky mug|cute halloween|therapists|therapists gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-30,LB-00371,Plant Lovers,Christmas,T-Shirt,Chaos Coordinator T-Shirt | Christmas | Plant Lovers,christmas gift|holiday shirt|xmas mug|plant lovers|plant gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-31,LB-00383,Nurses,Halloween,T-Shirt,Personalized Family Name T-Shirt | Halloween | Nurses,halloween shirt|spooky mug|cute halloween|nurses|nurses gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-25,LB-00385,Gamers,Halloween,T-Shirt,Always in My Heart T-Shirt | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-26,LB-00391,Graduation Families,Back to School,T-Shirt,Monogram Style T-Shirt | Back to School | Graduation Families,back to school|teacher shirt|classroom decor|graduation families|graduation gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-27,LB-00402,Graduation Families,Christmas,T-Shirt,Nurse Strong T-Shirt | Christmas | Graduation Families,christmas gift|holiday shirt|xmas mug|graduation families|graduation gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-28,LB-00406,Graduation Families,Christmas,T-Shirt,Barely Functioning T-Shirt | Christmas | Graduation Families,christmas gift|holiday shirt|xmas mug|graduation families|graduation gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-29,LB-00413,New Moms,Back to School,T-Shirt,Paws and Effect T-Shirt | Back to School | New Moms,back to school|teacher shirt|classroom decor|new moms|new gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-30,LB-00417,Cat Moms,Christmas,T-Shirt,Groovy Flowers T-Shirt | Christmas | Cat Moms,christmas gift|holiday shirt|xmas mug|cat moms|cat gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-31,LB-00423,Therapists,Back to School,T-Shirt,Caregiver Heart T-Shirt | Back to School | Therapists,back to school|teacher shirt|classroom decor|therapists|therapists gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-25,LB-00428,Nurses,Back to School,T-Shirt,Always in My Heart T-Shirt | Back to School | Nurses,back to school|teacher shirt|classroom decor|nurses|nurses gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-26,LB-00453,Book Lovers,Christmas,T-Shirt,Dog Mom Club T-Shirt | Christmas | Book Lovers,christmas gift|holiday shirt|xmas mug|book lovers|book gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-27,LB-00456,Christian Moms,Halloween,T-Shirt,Thank You for Everything T-Shirt | Halloween | Christian Moms,halloween shirt|spooky mug|cute halloween|christian moms|christian gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-28,LB-00493,Boy Moms,Back to School,T-Shirt,Nurse Strong T-Shirt | Back to School | Boy Moms,back to school|teacher shirt|classroom decor|boy moms|boy gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-29,LB-00497,Teachers,Back to School,T-Shirt,Class of 2026 T-Shirt | Back to School | Teachers,back to school|teacher shirt|classroom decor|teachers|teachers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-30,LB-00502,Girl Moms,Back to School,T-Shirt,Grace Over Grind T-Shirt | Back to School | Girl Moms,back to school|teacher shirt|classroom decor|girl moms|girl gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-31,LB-00511,Cat Moms,Christmas,T-Shirt,Distressed Classic T-Shirt | Christmas | Cat Moms,christmas gift|holiday shirt|xmas mug|cat moms|cat gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-25,LB-00514,Teachers,Christmas,T-Shirt,Read Sleep Repeat T-Shirt | Christmas | Teachers,christmas gift|holiday shirt|xmas mug|teachers|teachers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-26,LB-00520,Book Lovers,Halloween,T-Shirt,Paws and Effect T-Shirt | Halloween | Book Lovers,halloween shirt|spooky mug|cute halloween|book lovers|book gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-27,LB-00525,Boy Moms,Christmas,T-Shirt,Professionally Tired T-Shirt | Christmas | Boy Moms,christmas gift|holiday shirt|xmas mug|boy moms|boy gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-28,LB-00537,Grandmas/Nanas,Christmas,T-Shirt,Snapshot Memory T-Shirt | Christmas | Grandmas/Nanas,christmas gift|holiday shirt|xmas mug|grandmas nanas|grandmas/nanas gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-29,LB-00543,Teachers,Back to School,T-Shirt,Chaos Coordinator T-Shirt | Back to School | Teachers,back to school|teacher shirt|classroom decor|teachers|teachers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-30,LB-00547,Teachers,Back to School,T-Shirt,Caregiver Heart T-Shirt | Back to School | Teachers,back to school|teacher shirt|classroom decor|teachers|teachers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-31,LB-00553,Fitness Moms,Back to School,T-Shirt,Always in My Heart T-Shirt | Back to School | Fitness Moms,back to school|teacher shirt|classroom decor|fitness moms|fitness gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W5,2026-03-25,LB-00557,Girl Moms,Back to School,T-Shirt,Chaos Coordinator T-Shirt | Back to School | Girl Moms,back to school|teacher shirt|classroom decor|girl moms|girl gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
