wave,publish_date,listing_id,niche,season,product,title,tags,price_usd,est_margin_pct,status
W7,2026-04-08,LB-00594,Christian Moms,Christmas,Mug,Retro Script Mug | Christmas | Christian Moms,christmas gift|holiday shirt|xmas mug|christian moms|christian gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-09,LB-00597,Nurses,Back to School,Mug,Groovy Flowers Mug | Back to School | Nurses,back to school|teacher shirt|classroom decor|nurses|nurses gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-10,LB-00606,Dog Moms,Back to School,Mug,Nurse Strong Mug | Back to School | Dog Moms,back to school|teacher shirt|classroom decor|dog moms|dog gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-11,LB-00608,Graduation Families,Christmas,Mug,Forever Proud Mug | Christmas | Graduation Families,christmas gift|holiday shirt|xmas mug|graduation families|graduation gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-12,LB-00612,New Moms,Christmas,Mug,Respawn and Repeat Mug | Christmas | New Moms,christmas gift|holiday shirt|xmas mug|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-13,LB-00629,Girl Moms,Halloween,Mug,Custom Name Here Mug | Halloween | Girl Moms,halloween shirt|spooky mug|cute halloween|girl moms|girl gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-14,LB-00637,Cat Moms,Christmas,Mug,Classroom Hero Mug | Christmas | Cat Moms,christmas gift|holiday shirt|xmas mug|cat moms|cat gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-08,LB-00647,Boy Moms,Halloween,Mug,Built with Love Mug | Halloween | Boy Moms,halloween shirt|spooky mug|cute halloween|boy moms|boy gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-09,LB-00654,Coffee Lovers,Back to School,Mug,Add Kid Names Mug | Back to School | Coffee Lovers,back to school|teacher shirt|classroom decor|coffee lovers|coffee gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-10,LB-00663,Dog Moms,Christmas,Mug,Built with Love Mug | Christmas | Dog Moms,christmas gift|holiday shirt|xmas mug|dog moms|dog gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-11,LB-00664,Boy Moms,Back to School,Mug,Picture + Name Mug | Back to School | Boy Moms,back to school|teacher shirt|classroom decor|boy moms|boy gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-12,LB-00669,Moms of 2+,Christmas,Mug,Distressed Classic Mug | Christmas | Moms of 2+,christmas gift|holiday shirt|xmas mug|moms of 2+|moms gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-13,LB-00670,Moms of 2+,Halloween,Mug,Old School Badge Mug | Halloween | Moms of 2+,halloween shirt|spooky mug|cute halloween|moms of 2+|moms gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-14,LB-00688,Gamers,Halloween,Mug,Forever Proud Mug | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-08,LB-00691,Gamers,Halloween,Mug,Barely Functioning Mug | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-09,LB-00706,Plant Lovers,Back to School,Mug,Booktrovert Mug | Back to School | Plant Lovers,back to school|teacher shirt|classroom decor|plant lovers|plant gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-10,LB-00707,Boy Moms,Halloween,Mug,Proud to Teach Mug | Halloween | Boy Moms,halloween shirt|spooky mug|cute halloween|boy moms|boy gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-11,LB-00714,Therapists,Christmas,Mug,Respawn and Repeat Mug | Christmas | Therapists,christmas gift|holiday shirt|xmas mug|therapists|therapists gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-12,LB-00723,Gamers,Christmas,Mug,IYKYK Mug | Christmas | Gamers,christmas gift|holiday shirt|xmas mug|gamers|gamers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-13,LB-00739,New Moms,Christmas,Mug,Old School Badge Mug | Christmas | New Moms,christmas gift|holiday shirt|xmas mug|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-14,LB-00759,Dog Moms,Back to School,Mug,Polaroid Frame Style Mug | Back to School | Dog Moms,back to school|teacher shirt|classroom decor|dog moms|dog gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-08,LB-00763,Grandmas/Nanas,Back to School,Mug,Photo Collage Layout Mug | Back to School | Grandmas/Nanas,back to school|teacher shirt|classroom decor|grandmas nanas|grandmas/nanas gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-09,LB-00807,Coffee Lovers,Halloween,Mug,Not Today Mug | Halloween | Coffee Lovers,halloween shirt|spooky mug|cute halloween|coffee lovers|coffee gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-10,LB-00808,Girl Moms,Christmas,Mug,Built for Service Mug | Christmas | Girl Moms,christmas gift|holiday shirt|xmas mug|girl moms|girl gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-11,LB-00820,Gamers,Christmas,Mug,Teacher Vibes Mug | Christmas | Gamers,christmas gift|holiday shirt|xmas mug|gamers|gamers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-12,LB-00821,Dental Hygienists,Halloween,Mug,Personalized Family Name Mug | Halloween | Dental Hygienists,halloween shirt|spooky mug|cute halloween|dental hygienists|dental gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-13,LB-00827,New Dads,Back to School,Mug,Holy Moly Guacamole Mug | Back to School | New Dads,back to school|teacher shirt|classroom decor|new dads|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-14,LB-00835,Christian Moms,Back to School,Mug,Built with Love Mug | Back to School | Christian Moms,back to school|teacher shirt|classroom decor|christian moms|christian gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-08,LB-00852,Moms of 2+,Christmas,Mug,Mama Era Mug | Christmas | Moms of 2+,christmas gift|holiday shirt|xmas mug|moms of 2+|moms gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-09,LB-00855,Nurses,Halloween,Mug,Monogram Style Mug | Halloween | Nurses,halloween shirt|spooky mug|cute halloween|nurses|nurses gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-10,LB-00865,New Moms,Halloween,Mug,Booktrovert Mug | Halloween | New Moms,halloween shirt|spooky mug|cute halloween|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-11,LB-00867,Gamers,Halloween,Mug,Est. Year Custom Mug | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-12,LB-00886,Nurses,Christmas,Mug,Photo Collage Layout Mug | Christmas | Nurses,christmas gift|holiday shirt|xmas mug|nurses|nurses gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-13,LB-00887,Graduation Families,Halloween,Mug,Mama Era Mug | Halloween | Graduation Families,halloween shirt|spooky mug|cute halloween|graduation families|graduation gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-14,LB-00891,Teachers,Back to School,Mug,Old School Badge Mug | Back to School | Teachers,back to school|teacher shirt|classroom decor|teachers|teachers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-08,LB-00919,Cat Moms,Back to School,Mug,Built for Service Mug | Back to School | Cat Moms,back to school|teacher shirt|classroom decor|cat moms|cat gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-09,LB-00942,Teachers,Christmas,Mug,Proud to Teach Mug | Christmas | Teachers,christmas gift|holiday shirt|xmas mug|teachers|teachers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-10,LB-00975,Book Lovers,Halloween,Mug,Class of 2026 Mug | Halloween | Book Lovers,halloween shirt|spooky mug|cute halloween|book lovers|book gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-11,LB-00978,Gamers,Christmas,Mug,Picture + Name Mug | Christmas | Gamers,christmas gift|holiday shirt|xmas mug|gamers|gamers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-12,LB-00992,Christian Moms,Back to School,Mug,Custom Name Here Mug | Back to School | Christian Moms,back to school|teacher shirt|classroom decor|christian moms|christian gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-13,LB-00995,Fitness Moms,Halloween,Mug,Class of 2026 Mug | Halloween | Fitness Moms,halloween shirt|spooky mug|cute halloween|fitness moms|fitness gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-14,LB-00999,Therapists,Halloween,Mug,Distressed Classic Mug | Halloween | Therapists,halloween shirt|spooky mug|cute halloween|therapists|therapists gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-08,LB-01000,Cat Moms,Back to School,Mug,Custom Role Name Mug | Back to School | Cat Moms,back to school|teacher shirt|classroom decor|cat moms|cat gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W7,2026-04-09,LB-00007,Moms of 2+,Evergreen,Sticker,Forever Proud Sticker | Evergreen | Moms of 2+,funny gift|personalized gift|custom shirt|moms of 2+|moms gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-10,LB-00030,New Dads,Evergreen,Sticker,Barely Functioning Sticker | Evergreen | New Dads,funny gift|personalized gift|custom shirt|new dads|new gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-11,LB-00084,Book Lovers,Evergreen,Sticker,Vitals and Vibes Sticker | Evergreen | Book Lovers,funny gift|personalized gift|custom shirt|book lovers|book gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-12,LB-00087,Cat Moms,Evergreen,Sticker,Snapshot Memory Sticker | Evergreen | Cat Moms,funny gift|personalized gift|custom shirt|cat moms|cat gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
