wave,publish_date,listing_id,niche,season,product,title,tags,price_usd,est_margin_pct,status
W6,2026-04-04,LB-00876,Plant Lovers,Halloween,T-Shirt,Photo Collage Layout T-Shirt | Halloween | Plant Lovers,halloween shirt|spooky mug|cute halloween|plant lovers|plant gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W6,2026-04-05,LB-00893,Therapists,Christmas,T-Shirt,Monogram Style T-Shirt | Christmas | Therapists,christmas gift|holiday shirt|xmas mug|therapists|therapists gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W6,2026-04-06,LB-00920,Dental Hygienists,Halloween,T-Shirt,Photo Collage Layout T-Shirt | Halloween | Dental Hygienists,halloween shirt|spooky mug|cute halloween|dental hygienists|dental gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W6,2026-04-07,LB-00927,Moms of 2+,Halloween,T-Shirt,Fueled by Coffee and Chaos T-Shirt | Halloween | Moms of 2+,halloween shirt|spooky mug|cute halloween|moms of 2+|moms gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W6,2026-04-01,LB-00931,Nurses,Christmas,T-Shirt,Chaos Coordinator T-Shirt | Christmas | Nurses,christmas gift|holiday shirt|xmas mug|nurses|nurses gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W6,2026-04-02,LB-00948,New Dads,Halloween,T-Shirt,Professionally Tired T-Shirt | Halloween | New Dads,halloween shirt|spooky mug|cute halloween|new dads|new gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W6,2026-04-03,LB-00953,Christian Moms,Back to School,T-Shirt,Classroom Hero T-Shirt | Back to School | Christian Moms,back to school|teacher shirt|classroom decor|christian moms|christian gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W6,2026-04-04,LB-00960,Coffee Lovers,Back to School,T-Shirt,Picture + Name T-Shirt | Back to School | Coffee Lovers,back to school|teacher shirt|classroom decor|coffee lovers|coffee gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W6,2026-04-05,LB-00969,Grandmas/Nanas,Back to School,T-Shirt,Monogram Style T-Shirt | Back to School | Grandmas/Nanas,back to school|teacher shirt|classroom decor|grandmas nanas|grandmas/nanas gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W6,2026-04-06,LB-00980,Cat Moms,Back to School,T-Shirt,Booktrovert T-Shirt | Back to School | Cat Moms,back to school|teacher shirt|classroom decor|cat moms|cat gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W6,2026-04-07,LB-00981,Book Lovers,Back to School,T-Shirt,Throwback Type T-Shirt | Back to School | Book Lovers,back to school|teacher shirt|classroom decor|book lovers|book gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W6,2026-04-01,LB-00998,Real Estate Agents,Christmas,T-Shirt,Retro Script T-Shirt | Christmas | Real Estate Agents,christmas gift|holiday shirt|xmas mug|real estate agents|real gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,22.7,queued
W6,2026-04-02,LB-00001,Cat Moms,Halloween,Sweatshirt,Photo Collage Layout Sweatshirt | Halloween | Cat Moms,halloween shirt|spooky mug|cute halloween|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-03,LB-00004,Grandmas/Nanas,Back to School,Sweatshirt,Chaos Coordinator Sweatshirt | Back to School | Grandmas/Nanas,back to school|teacher shirt|classroom decor|grandmas nanas|grandmas/nanas gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-04,LB-00005,Therapists,Back to School,Sweatshirt,Built for Service Sweatshirt | Back to School | Therapists,back to school|teacher shirt|classroom decor|therapists|therapists gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-05,LB-00008,Moms of 2+,Christmas,Sweatshirt,Mama Era Sweatshirt | Christmas | Moms of 2+,christmas gift|holiday shirt|xmas mug|moms of 2+|moms gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-06,LB-00023,Girl Moms,Halloween,Sweatshirt,Vintage Sunset Sweatshirt | Halloween | Girl Moms,halloween shirt|spooky mug|cute halloween|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-07,LB-00053,Girl Moms,Back to School,Sweatshirt,Retro Script Sweatshirt | Back to School | Girl Moms,back to school|teacher shirt|classroom decor|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-01,LB-00054,Cat Moms,Halloween,Sweatshirt,Custom Role Name Sweatshirt | Halloween | Cat Moms,halloween shirt|spooky mug|cute halloween|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-02,LB-00073,Dental Hygienists,Halloween,Sweatshirt,Retro Script Sweatshirt | Halloween | Dental Hygienists,halloween shirt|spooky mug|cute halloween|dental hygienists|dental gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-03,LB-00075,Book Lovers,Christmas,Sweatshirt,Retro Script Sweatshirt | Christmas | Book Lovers,christmas gift|holiday shirt|xmas mug|book lovers|book gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-04,LB-00076,Cat Moms,Christmas,Sweatshirt,Dog Mom Club Sweatshirt | Christmas | Cat Moms,christmas gift|holiday shirt|xmas mug|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-05,LB-00083,Therapists,Christmas,Sweatshirt,Polaroid Frame Style Sweatshirt | Christmas | Therapists,christmas gift|holiday shirt|xmas mug|therapists|therapists gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-06,LB-00100,Real Estate Agents,Back to School,Sweatshirt,Personalized Family Name Sweatshirt | Back to School | Real Estate Agents,back to school|teacher shirt|classroom decor|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-07,LB-00114,Nurses,Halloween,Sweatshirt,Groovy Flowers Sweatshirt | Halloween | Nurses,halloween shirt|spooky mug|cute halloween|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-01,LB-00126,Real Estate Agents,Christmas,Sweatshirt,Grade A Chaos Sweatshirt | Christmas | Real Estate Agents,christmas gift|holiday shirt|xmas mug|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-02,LB-00140,Real Estate Agents,Christmas,Sweatshirt,Paws and Effect Sweatshirt | Christmas | Real Estate Agents,christmas gift|holiday shirt|xmas mug|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-03,LB-00143,Dog Moms,Halloween,Sweatshirt,Photo Collage Layout Sweatshirt | Halloween | Dog Moms,halloween shirt|spooky mug|cute halloween|dog moms|dog gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-04,LB-00148,New Moms,Christmas,Sweatshirt,Professionally Tired Sweatshirt | Christmas | New Moms,christmas gift|holiday shirt|xmas mug|new moms|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-05,LB-00168,Real Estate Agents,Halloween,Sweatshirt,Nurse Strong Sweatshirt | Halloween | Real Estate Agents,halloween shirt|spooky mug|cute halloween|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-06,LB-00171,Book Lovers,Halloween,Sweatshirt,Holy Moly Guacamole Sweatshirt | Halloween | Book Lovers,halloween shirt|spooky mug|cute halloween|book lovers|book gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-07,LB-00173,Plant Lovers,Halloween,Sweatshirt,Distressed Classic Sweatshirt | Halloween | Plant Lovers,halloween shirt|spooky mug|cute halloween|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-01,LB-00193,Fitness Moms,Back to School,Sweatshirt,Old School Badge Sweatshirt | Back to School | Fitness Moms,back to school|teacher shirt|classroom decor|fitness moms|fitness gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-02,LB-00200,Gamers,Halloween,Sweatshirt,Respawn and Repeat Sweatshirt | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-03,LB-00201,Gamers,Back to School,Sweatshirt,Custom Name Here Sweatshirt | Back to School | Gamers,back to school|teacher shirt|classroom decor|gamers|gamers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-04,LB-00212,Therapists,Halloween,Sweatshirt,Monogram Style Sweatshirt | Halloween | Therapists,halloween shirt|spooky mug|cute halloween|therapists|therapists gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-05,LB-00214,New Moms,Back to School,Sweatshirt,Barely Functioning Sweatshirt | Back to School | New Moms,back to school|teacher shirt|classroom decor|new moms|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-06,LB-00218,Christian Moms,Christmas,Sweatshirt,Fueled by Coffee and Chaos Sweatshirt | Christmas | Christian Moms,christmas gift|holiday shirt|xmas mug|christian moms|christian gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-07,LB-00223,Teachers,Christmas,Sweatshirt,Polaroid Frame Style Sweatshirt | Christmas | Teachers,christmas gift|holiday shirt|xmas mug|teachers|teachers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-01,LB-00226,Cat Moms,Halloween,Sweatshirt,Respawn and Repeat Sweatshirt | Halloween | Cat Moms,halloween shirt|spooky mug|cute halloween|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-02,LB-00244,Nurses,Christmas,Sweatshirt,Monogram Style Sweatshirt | Christmas | Nurses,christmas gift|holiday shirt|xmas mug|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-03,LB-00248,Gamers,Halloween,Sweatshirt,IYKYK Sweatshirt | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-04,LB-00265,Girl Moms,Back to School,Sweatshirt,Groovy Flowers Sweatshirt | Back to School | Girl Moms,back to school|teacher shirt|classroom decor|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-05,LB-00266,Dental Hygienists,Back to School,Sweatshirt,Class of 2026 Sweatshirt | Back to School | Dental Hygienists,back to school|teacher shirt|classroom decor|dental hygienists|dental gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-06,LB-00270,Moms of 2+,Back to School,Sweatshirt,Respawn and Repeat Sweatshirt | Back to School | Moms of 2+,back to school|teacher shirt|classroom decor|moms of 2+|moms gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-07,LB-00281,Girl Moms,Back to School,Sweatshirt,Photo Collage Layout Sweatshirt | Back to School | Girl Moms,back to school|teacher shirt|classroom decor|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-01,LB-00295,Plant Lovers,Christmas,Sweatshirt,Groovy Flowers Sweatshirt | Christmas | Plant Lovers,christmas gift|holiday shirt|xmas mug|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-02,LB-00299,Teachers,Back to School,Sweatshirt,Dad Mode Sweatshirt | Back to School | Teachers,back to school|teacher shirt|classroom decor|teachers|teachers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-03,LB-00315,Dental Hygienists,Back to School,Sweatshirt,Personalized Family Name Sweatshirt | Back to School | Dental Hygienists,back to school|teacher shirt|classroom decor|dental hygienists|dental gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-04,LB-00339,Grandmas/Nanas,Halloween,Sweatshirt,My Favorite Human Sweatshirt | Halloween | Grandmas/Nanas,halloween shirt|spooky mug|cute halloween|grandmas nanas|grandmas/nanas gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-05,LB-00350,Coffee Lovers,Halloween,Sweatshirt,Picture + Name Sweatshirt | Halloween | Coffee Lovers,halloween shirt|spooky mug|cute halloween|coffee lovers|coffee gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-06,LB-00433,Fitness Moms,Christmas,Sweatshirt,Teacher Vibes Sweatshirt | Christmas | Fitness Moms,christmas gift|holiday shirt|xmas mug|fitness moms|fitness gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-07,LB-00438,Boy Moms,Halloween,Sweatshirt,Retro Script Sweatshirt | Halloween | Boy Moms,halloween shirt|spooky mug|cute halloween|boy moms|boy gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-01,LB-00461,Real Estate Agents,Back to School,Sweatshirt,Built with Love Sweatshirt | Back to School | Real Estate Agents,back to school|teacher shirt|classroom decor|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-02,LB-00462,Real Estate Agents,Back to School,Sweatshirt,Built for Service Sweatshirt | Back to School | Real Estate Agents,back to school|teacher shirt|classroom decor|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-03,LB-00484,Dental Hygienists,Christmas,Sweatshirt,Mama Era Sweatshirt | Christmas | Dental Hygienists,christmas gift|holiday shirt|xmas mug|dental hygienists|dental gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-04,LB-00490,Book Lovers,Back to School,Sweatshirt,Dog Mom Club Sweatshirt | Back to School | Book Lovers,back to school|teacher shirt|classroom decor|book lovers|book gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-05,LB-00512,Real Estate Agents,Back to School,Sweatshirt,Caregiver Heart Sweatshirt | Back to School | Real Estate Agents,back to school|teacher shirt|classroom decor|real estate agents|real gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-06,LB-00522,New Moms,Halloween,Sweatshirt,Monogram Style Sweatshirt | Halloween | New Moms,halloween shirt|spooky mug|cute halloween|new moms|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-07,LB-00523,Nurses,Back to School,Sweatshirt,Picture + Name Sweatshirt | Back to School | Nurses,back to school|teacher shirt|classroom decor|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-01,LB-00524,Gamers,Halloween,Sweatshirt,Class of 2026 Sweatshirt | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-02,LB-00532,New Dads,Back to School,Sweatshirt,Proud to Teach Sweatshirt | Back to School | New Dads,back to school|teacher shirt|classroom decor|new dads|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-03,LB-00533,Therapists,Halloween,Sweatshirt,Retro Script Sweatshirt | Halloween | Therapists,halloween shirt|spooky mug|cute halloween|therapists|therapists gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-04,LB-00546,Grandmas/Nanas,Back to School,Sweatshirt,Vitals and Vibes Sweatshirt | Back to School | Grandmas/Nanas,back to school|teacher shirt|classroom decor|grandmas nanas|grandmas/nanas gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-05,LB-00551,Therapists,Back to School,Sweatshirt,Paws and Effect Sweatshirt | Back to School | Therapists,back to school|teacher shirt|classroom decor|therapists|therapists gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-06,LB-00552,Book Lovers,Back to School,Sweatshirt,Classroom Hero Sweatshirt | Back to School | Book Lovers,back to school|teacher shirt|classroom decor|book lovers|book gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-07,LB-00555,Cat Moms,Christmas,Sweatshirt,Proud to Teach Sweatshirt | Christmas | Cat Moms,christmas gift|holiday shirt|xmas mug|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-01,LB-00563,Dog Moms,Christmas,Sweatshirt,Running on Vibes Sweatshirt | Christmas | Dog Moms,christmas gift|holiday shirt|xmas mug|dog moms|dog gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-02,LB-00564,Dog Moms,Christmas,Sweatshirt,Booktrovert Sweatshirt | Christmas | Dog Moms,christmas gift|holiday shirt|xmas mug|dog moms|dog gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-03,LB-00579,Gamers,Back to School,Sweatshirt,Dog Mom Club Sweatshirt | Back to School | Gamers,back to school|teacher shirt|classroom decor|gamers|gamers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-04,LB-00581,Book Lovers,Halloween,Sweatshirt,Nurse Life Sweatshirt | Halloween | Book Lovers,halloween shirt|spooky mug|cute halloween|book lovers|book gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-05,LB-00584,Book Lovers,Halloween,Sweatshirt,Vintage Sunset Sweatshirt | Halloween | Book Lovers,halloween shirt|spooky mug|cute halloween|book lovers|book gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-06,LB-00588,Plant Lovers,Christmas,Sweatshirt,Memory Badge Sweatshirt | Christmas | Plant Lovers,christmas gift|holiday shirt|xmas mug|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-07,LB-00593,Graduation Families,Halloween,Sweatshirt,Throwback Type Sweatshirt | Halloween | Graduation Families,halloween shirt|spooky mug|cute halloween|graduation families|graduation gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-01,LB-00596,Fitness Moms,Halloween,Sweatshirt,Professionally Tired Sweatshirt | Halloween | Fitness Moms,halloween shirt|spooky mug|cute halloween|fitness moms|fitness gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-02,LB-00625,Dental Hygienists,Back to School,Sweatshirt,Paws and Effect Sweatshirt | Back to School | Dental Hygienists,back to school|teacher shirt|classroom decor|dental hygienists|dental gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-03,LB-00630,New Dads,Christmas,Sweatshirt,Professionally Tired Sweatshirt | Christmas | New Dads,christmas gift|holiday shirt|xmas mug|new dads|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-04,LB-00638,Moms of 2+,Christmas,Sweatshirt,Paws and Effect Sweatshirt | Christmas | Moms of 2+,christmas gift|holiday shirt|xmas mug|moms of 2+|moms gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-05,LB-00646,Christian Moms,Back to School,Sweatshirt,Throwback Type Sweatshirt | Back to School | Christian Moms,back to school|teacher shirt|classroom decor|christian moms|christian gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-06,LB-00662,Dental Hygienists,Back to School,Sweatshirt,Paws and Effect Sweatshirt | Back to School | Dental Hygienists,back to school|teacher shirt|classroom decor|dental hygienists|dental gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-07,LB-00668,Coffee Lovers,Halloween,Sweatshirt,Proud to Teach Sweatshirt | Halloween | Coffee Lovers,halloween shirt|spooky mug|cute halloween|coffee lovers|coffee gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-01,LB-00678,Book Lovers,Back to School,Sweatshirt,Loved Beyond Words Sweatshirt | Back to School | Book Lovers,back to school|teacher shirt|classroom decor|book lovers|book gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-02,LB-00680,Boy Moms,Halloween,Sweatshirt,Mama Era Sweatshirt | Halloween | Boy Moms,halloween shirt|spooky mug|cute halloween|boy moms|boy gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-03,LB-00701,Girl Moms,Christmas,Sweatshirt,Professionally Tired Sweatshirt | Christmas | Girl Moms,christmas gift|holiday shirt|xmas mug|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W6,2026-04-04,LB-00702,Teachers,Back to School,Sweatshirt,Old School Badge Sweatshirt | Back to School | Teachers,back to school|teacher shirt|classroom decor|teachers|teachers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
